Identifier	Character	Dialogue	Filename	Line Number	Ren'Py Script
act2_a14671fc	il	What about Eisleigh? I honestly don’t know much about her.	game/scripts/acts/act2.rpy	213	il "[what]"
act2_40d902f0	an	She acted as an assistant to Salome; to help with keeping the town running, organization and tasks.	game/scripts/acts/act2.rpy	215	an "[what]"
act2_1a63d1e4	an	She's been doing her fair share of blunders lately, but I know she takes her job seriously… Perhaps she's just daydreaming more.	game/scripts/acts/act2.rpy	217	an "[what]"
act2_494d64f0	an	I'm not saying that she's incompetent, let me get that straight. As long as her clumsiness doesn't get in my way.	game/scripts/acts/act2.rpy	219	an "[what]"
act2_2a0a588e	an	Though, I don't know much about her either to determine her motivation.	game/scripts/acts/act2.rpy	221	an "[what]"
act2_92bccb9b	il	Is she close with Fleur? They are almost the same age.	game/scripts/acts/act2.rpy	223	il "[what]"
act2_7d56633c	an	Not really, Eisleigh and Fleur seem to be in their own heads. Eisleigh, with the study of magic as an apprentice, and Fleur, being a little troublemaker and a prankster.	game/scripts/acts/act2.rpy	225	an "[what]"
act2_36e0566b	an	My niece still plays jokes and tricks, even at her age. It's all childish nonsense…	game/scripts/acts/act2.rpy	227	an "[what]"
act2_45bd598d	an	Fleur…	game/scripts/acts/act2.rpy	229	an "[what]"
act2_10c8fdde		Anari was confident up until this point, calm and refined. Now, dread and restlessness begins to take over.	game/scripts/acts/act2.rpy	231	"[what]"
act2_7aea182b		Yet she could not overlook the superstitions, even for someone as experienced of a hunter. The wooden effigy of Fleur, her disapearance, the uncertainty behind the murder tarnishes Anari's unshakeable visage.	game/scripts/acts/act2.rpy	233	"[what]"
act2_b1992880		Moreover, Ilona’s demeanour and her relationship with Edwin…	game/scripts/acts/act2.rpy	235	"[what]"
act2_184d12d6	il	Are you feeling alright, Anari-	game/scripts/acts/act2.rpy	237	il "[what]"
act2_50f2b76c	an	Don't you dare patronize me, woman! Who do you think you are, prying so brazenly? Take your high and mighty Servant of God tripe elsewhere!	game/scripts/acts/act2.rpy	239	an "[what]"
act2_4d40d440	an	Trying to save that monster lover of yours… Are you out of your mind?	game/scripts/acts/act2.rpy	241	an "[what]"
act2_ec46cbb3	il	I do not know what has gotten into you all of a sudden, but I do not appreciate being spoken to like this.	game/scripts/acts/act2.rpy	243	il "[what]"
act2_55b00170	il	I showed compassion for you, when time is of the essence — instead of listening to you berate me, I should be finding the murderer!	game/scripts/acts/act2.rpy	245	il "[what]"
act2_0e8cad35		Silence looms over, waiting to be broken. Anari glares, her hand instinctively touches one of her arrows. She grimaces, and folds her arms across her body.	game/scripts/acts/act2.rpy	247	"[what]"
act2_4601b386	il	I’m sorry. I didn’t - I didn't mean to lash out at you like that. It’s just... I want to find the culprit behind this mess.	game/scripts/acts/act2.rpy	249	il "[what]"
act2_d301a948	an	It’s fine.	game/scripts/acts/act2.rpy	251	an "[what]"
act2_51d0be66	an	If the ‘I’ standing here was the Anari a couple of years back, you would have been mutilated by now.	game/scripts/acts/act2.rpy	253	an "[what]"
act2_b46355e7	an	However, I did step out of line. Who you choose to be with is none of my business. I know violence for the sake of it won’t solve anything.	game/scripts/acts/act2.rpy	255	an "[what]"
act2_de2dd510	an	Though we may not see eye to eye on everything, nun, I quite like you now. The tea must have swayed my opinion, I'm sure.	game/scripts/acts/act2.rpy	257	an "[what]"
act2_c0b0053e	an	Since we’re on good terms now-	game/scripts/acts/act2.rpy	259	an "[what]"
act2_eba05e37	il	(Are we?)	game/scripts/acts/act2.rpy	261	il "[what]"
act2_14c3fc02	an	-and I can’t bear to see you with such a sad face, I’ll let you in on a secret: there is a cure for lycanthropy. You may yet be rid of the beast that lies within your dear beloved.	game/scripts/acts/act2.rpy	263	an "[what]"
act2_2745c2cc	an	For your and Edwin’s sake, I suggest you use it.	game/scripts/acts/act2.rpy	265	an "[what]"
act2_814c9db8	il	Which is?	game/scripts/acts/act2.rpy	267	il "[what]"
act2_086f652a	an	It’s for the lycan to die, of course!	game/scripts/acts/act2.rpy	269	an "[what]"
act2_e72bef98_1	il	…	game/scripts/acts/act2.rpy	271	il "[what]"
act2_88729888	an	Ahahahahaha, the look on your face. Brilliant.	game/scripts/acts/act2.rpy	273	an "[what]"
act2_9b1fd001	an	Now now, don’t give me that look. I was only kidding. Partly.	game/scripts/acts/act2.rpy	275	an "[what]"
act2_2c83483a	an	Anyhow, enough chit-chat. I must go and make preparations to lead the search party for Fleur.	game/scripts/acts/act2.rpy	277	an "[what]"
act2_4e12c82e	il	I should take my leave, as well. There is much to consider after what we’ve seen today.	game/scripts/acts/act2.rpy	279	il "[what]"
act2_076ce51b	an	Indeed. I can’t wait to hear what kind of answer you will give at sundown. Heh.	game/scripts/acts/act2.rpy	281	an "[what]"
act2_a7332dfc	il	I can't ever tell if you're on my side.	game/scripts/acts/act2.rpy	283	il "[what]"
act2_a1fed47d	an	I wonder, too.	game/scripts/acts/act2.rpy	285	an "[what]"
act2_1177eff0		Anari leads her out of the room, and back into the town square.	game/scripts/acts/act2.rpy	289	"[what]"
act2_bfef0b18		Ilona can feel her body covered in a light sweat. She can feel her heart leaping frantically inside her chest, just reminiscing about the conversation she had with Anari.	game/scripts/acts/act2.rpy	291	"[what]"
act2_dd441fb4		Kellac is waiting at the square, and he exchanges some words with Anari. Their voices are indistinct and quiet.	game/scripts/acts/act2.rpy	293	"[what]"
act2_5a2e0d7f		Her own heart sounds louder in her ears, so much that it’s making her weak and dizzy… Her extremities are tingling.	game/scripts/acts/act2.rpy	295	"[what]"
act2_e9129607		It is taking everything for her to stay conscious. Anari glances at Ilona, before smiling to herself and walking away. Ilona sees a figure move in front of her, clad in black robes…	game/scripts/acts/act2.rpy	301	"[what]"
act2_26afd4fb	ke	Where to?	game/scripts/acts/act2.rpy	303	ke "[what]"
act2_e72bef98_2	il	…	game/scripts/acts/act2.rpy	305	il "[what]"
act2_6b6d305f		She can barely recognize the voice. Ilona's vision blurs and the ground beneath her feet feels unsteady.	game/scripts/acts/act2.rpy	307	"[what]"
act2_c176a081	ke	Ilona?	game/scripts/acts/act2.rpy	309	ke "[what]"
act2_4ee709f7	ke	Hey! Is everything alright? Stay with me!	game/scripts/acts/act2.rpy	319	ke "[what]"
act2_b8d5cae5		When Ilona opens her eyes again, she's in an unfamiliar bed and room. The air is heavy with an medicinal smell, suffocatingly so.	game/scripts/acts/act2.rpy	323	"[what]"
act2_4f8b3bf1		She feels far too conscious of her body. Her mouth feels dry, and her heart still feels like it's beating too fast.	game/scripts/acts/act2.rpy	325	"[what]"
act2_312812fd	il	Did-? Was I…?	game/scripts/acts/act2.rpy	327	il "[what]"
act2_bcea526d	ke	Take it easy. You're safe — we're still in the manse.	game/scripts/acts/act2.rpy	329	ke "[what]"
act2_f4c2eaeb	il	Just how long was I out for?	game/scripts/acts/act2.rpy	331	il "[what]"
act2_e92e7c55	ke	It's almost midday.	game/scripts/acts/act2.rpy	333	ke "[what]"
act2_2c7b7ea2		Ilona grimaces. Too much time was lost. She moves her arms slowly, her body heavy. Sensation comes back into the tips of her fingers, and the unpleasant tingling stops. The smell of herbal medicine starts to become more bearable to her senses.	game/scripts/acts/act2.rpy	335	"[what]"
act2_02c12195	ke	It wasn't an ordinary fainting spell. You should have regained consciousness faster if it was simply fatigue and stress.	game/scripts/acts/act2.rpy	337	ke "[what]"
act2_9779ebdf	ke	I've taken precautions, and treated you for poisoning.	game/scripts/acts/act2.rpy	339	ke "[what]"
act2_8e1fdc80	il	Then, do you think — Did Anari try to poison me?	game/scripts/acts/act2.rpy	341	il "[what]"
act2_094a5c86	ke	…I suppose you can't really rule out that possibility. Did you eat or drink anything with her?	game/scripts/acts/act2.rpy	343	ke "[what]"
act2_9082dcdd	il	Only tea, but I was the one who suggested and prepared it.	game/scripts/acts/act2.rpy	345	il "[what]"
act2_08459386	il	I didn't see her slip anything in my drink. In fact, she was convinced I was trying to poison her…	game/scripts/acts/act2.rpy	347	il "[what]"
act2_47419433	ke	She's not the type to take such a cowardly approach.	game/scripts/acts/act2.rpy	349	ke "[what]"
act2_2c1e143d	ke	She may seem cruel, but I don't think she would go that far to sabotage your efforts and put a stop to you.	game/scripts/acts/act2.rpy	351	ke "[what]"
act2_f699bf97	il	It seems you and Anari know each other well. I don't have much time, but I need to ask:	game/scripts/acts/act2.rpy	353	il "[what]"
act2_f3f8762f	il	She had an extreme reaction upon seeing a wooden statue resembling Fleur. What could have terrified her so much about it?	game/scripts/acts/act2.rpy	355	il "[what]"
act2_4614bf01	ke	Truth be told, I don't really know much about her history, only rumours. She must think that the statue has to do something with the fae — Something in her past made her be wary of them.	game/scripts/acts/act2.rpy	357	ke "[what]"
act2_e2ea97d4	ke	Fleur admires the fair folk. The wooden statue is too elaborate to be one of Fleur's pranks, especially with the death of her parents…	game/scripts/acts/act2.rpy	359	ke "[what]"
act2_621eaf97	il	So her aversion to seeing the statue has to do with her trauma, and distaste for Fleur's fae-related tricks?	game/scripts/acts/act2.rpy	361	il "[what]"
act2_945c576d	ke	Something like that. Anari hates being pitied, and she doesn't show pity for anyone else either.	game/scripts/acts/act2.rpy	363	ke "[what]"
act2_64dddb6c	ke	She would be terrified at the thought of Fleur being spirited away by the fair folk. It's not something that she could ever accept - That's probably why she is leading the search.	game/scripts/acts/act2.rpy	365	ke "[what]"
act2_eb99b976		Ilona shifts her body off the bed, able to move freely again. Kellac invites her to take a seat at the hall, and Ilona does so. He pours her some clear water. The smell of a simmering stew wafts from the kitchen.	game/scripts/acts/act2.rpy	367	"[what]"
act2_d3a16e59	ke	About the tea you had with Anari — was there anything odd about it? I'm asking because before the banquet, I gave Uldin his medicine, a powerful soporific.	game/scripts/acts/act2.rpy	369	ke "[what]"
act2_40695a63	ke	There were three less doses in the pantry when I checked.	game/scripts/acts/act2.rpy	371	ke "[what]"
act2_02696b2e	il	Then, you think someone last night—	game/scripts/acts/act2.rpy	373	il "[what]"
act2_cab4523c		There's a light knock on the door. Kellac tells them to enter, it's Eisleigh.	game/scripts/acts/act2.rpy	375	"[what]"
act2_f370f571	ei	Oh, Ilona — I heard you fainted in the town square. I was worried.	game/scripts/acts/act2.rpy	377	ei "[what]"
act2_b2e65d67	ke	Ah, yes! I invited Eisleigh over for lunch. Ilona, you probably haven't eaten at all yet, have you? You should try to eat, even if it's just a little.	game/scripts/acts/act2.rpy	379	ke "[what]"
act2_e72bef98_3	il	…	game/scripts/acts/act2.rpy	381	il "[what]"
act2_3724b9da	ke	…I guess it's hard to trust anyone after what you've been through.	game/scripts/acts/act2.rpy	383	ke "[what]"
act2_d9c2ae1f	il	No, it's fine… I'll eat with you. You're right, I probably can't do much if I don't take care of myself.	game/scripts/acts/act2.rpy	385	il "[what]"
act2_787c1582		Kellac serves Eisleigh and Ilona a rustic stew, with dark bread and clear water on the side. During the time eating together, Eisleigh asks about the investigation, and Ilona repeats Anari's reasoning surrounding Eisleigh and Kellac.	game/scripts/acts/act2.rpy	387	"[what]"
act2_16e577b6		Ilona would have thought that Anari's defense was unbreakable, but there was actually one new thing they learnt about last night…	game/scripts/acts/act2.rpy	389	"[what]"
act2_bd132cf0	il	So are you considering the possibility someone tried to drug us during the banquet?	game/scripts/acts/act2.rpy	391	il "[what]"
act2_75d56eb9	ke	That's what I feared, at least. Anari and I left before that, so I don't really have a clear picture of what exactly happened.	game/scripts/acts/act2.rpy	393	ke "[what]"
act2_1b424062		Ilona stares at an empty teacup in the room, and then realizes something — if the tea she served Anari was different, but she used the same sugar from last night—	game/scripts/acts/act2.rpy	395	"[what]"
act2_4134c7c6	il	The sugar — it must have been tampered with! Last night, I didn't add any to my tea because I didn't want to be rude, but I took some when I had tea with Anari.	game/scripts/acts/act2.rpy	397	il "[what]"
act2_475b5892	ei	I remember Fleur was reallyinsistent on putting sugar in my tea. I did think that was weird.	game/scripts/acts/act2.rpy	399	ei "[what]"
act2_6b9f322d	ke	How much sugar did you put in your tea this morning, Ilona?	game/scripts/acts/act2.rpy	401	ke "[what]"
act2_1c4e73e0	il	Four spoonfuls…	game/scripts/acts/act2.rpy	403	il "[what]"
act2_b3a05db6	ei	Uhh, that sure is a lot…	game/scripts/acts/act2.rpy	405	ei "[what]"
act2_2355cd05	ke	Goodness, no wonder you were out for so long! I'm surprised Anari didn't get on your case for adding tea to your cup of sugar.	game/scripts/acts/act2.rpy	407	ke "[what]"
act2_fe2eb6e7	ei	I think we can confirm this theory to be true then: someone was trying to put us into a deep sleep - and there's a chance they were trying to target Edwin specifically.	game/scripts/acts/act2.rpy	409	ei "[what]"
act2_cd5dc58d	il	Then that would implicate Salome, or Fleur, most likely. They were the ones who prepared the tea last night.	game/scripts/acts/act2.rpy	411	il "[what]"
act2_c7a44575	ei	It's not like I can deny it, but...	game/scripts/acts/act2.rpy	413	ei "[what]"
act2_992d9e4b	ke	Uldin could be involved, too.	game/scripts/acts/act2.rpy	415	ke "[what]"
act2_179ffb84	ke	The truth is… the medicine he uses is made to look inconspicuous on purpose.	game/scripts/acts/act2.rpy	417	ke "[what]"
act2_37da9ee8	ke	I never inquired too closely about it, but he comes from a rather unscrupulous family; it wouldn't surprise me if he was aware of this plot.	game/scripts/acts/act2.rpy	419	ke "[what]"
act2_e5b5fd68		Kellac seems to know the most about Uldin's family and his circumstances, so Ilona asked for more information.	game/scripts/acts/act2.rpy	421	"[what]"
act2_fc2e31cf		Uldin suffered from insomnia, and slept in separate arrangements so as to not disturb his wife. Last night was also one of the rare occasions when Uldin was back in town, as he travelled frequently for his research; studying magic.	game/scripts/acts/act2.rpy	423	"[what]"
act2_5534675e		On the topic of magic, Eisleigh recalls something that she needed to discuss.	game/scripts/acts/act2.rpy	425	"[what]"
act2_183afa6c	ei	Could you tell us more about how Edwin is able to transform into a werewolf? Have you ever seen him do it?	game/scripts/acts/act2.rpy	427	ei "[what]"
act2_04e64114	il	No, I haven't. When he transforms, even when I ask it of him, he tells me to look away or to close my eyes.	game/scripts/acts/act2.rpy	429	il "[what]"
act2_9b1b4cae	ke	Wait, why do you ask him to transform? What do you do when he's a werewolf?	game/scripts/acts/act2.rpy	431	ke "[what]"
act2_85be9de6	il	It's… a secret.	game/scripts/acts/act2.rpy	433	il "[what]"
act2_d5ce7b80	ei	Secret… Wait, that's precisely it!	game/scripts/acts/act2.rpy	435	ei "[what]"
act2_e9b634cd		Everyone else looks at Eisleigh in alarm.	game/scripts/acts/act2.rpy	437	"[what]"
act2_ba1a2029	ei	I heard of shapechangers before while studying cursed objects. They would use either an ointment, or the pelt of an animal, to assume the form of a beast.	game/scripts/acts/act2.rpy	441	ei "[what]"
act2_f35a5c3d	ei	If the curse was tied to his body, he wouldn't fear you witnessing his transformation.	game/scripts/acts/act2.rpy	443	ei "[what]"
act2_c5aa73b5	ei	But what if it was an item? If he feared betrayal, he wouldn't even show it to an ally.	game/scripts/acts/act2.rpy	445	ei "[what]"
act2_bfc74a00	ei	Besides, there's always a risk involved in keeping that item safe — so it is better that only the bearer knows of it, because it could get lost, destroyed, or...	game/scripts/acts/act2.rpy	447	ei "[what]"
act2_0ff42dad	il	… stolen.	game/scripts/acts/act2.rpy	449	il "[what]"
act2_851d31ba		Both Kellac and Ilona look at Eisleigh with tense faces. Ilona isn't sure what to be more surprised at: Eisleigh's incredible reasoning and knowledge, or that someone would go as far as to steal an item uncertain to be in Edwin's possession.	game/scripts/acts/act2.rpy	451	"[what]"
act2_f8d26d7a	ei	There is a high chance that this cursed item still exists. Had it been destroyed, he would have died along with it.	game/scripts/acts/act2.rpy	453	ei "[what]"
act2_32bcef57	ei	This would give us a reason as to why Edwin was drugged last night: Uldin and Salome are sharp, and they might have caught onto Edwin being a werewolf early on.	game/scripts/acts/act2.rpy	455	ei "[what]"
act2_cd9c659d	il	If we return this item to Edwin, would it restore the transformed arms back to human form?	game/scripts/acts/act2.rpy	457	il "[what]"
act2_9a419297	ei	It's entirely possible, if that's what controls the transformation. A cursed item like that can generally only be bound to one person.	game/scripts/acts/act2.rpy	459	ei "[what]"
act2_5a88d707	ei	Someone else could have also used it, but… Uldin would understand the consequences of such a thing. I highly doubt it would be him.	game/scripts/acts/act2.rpy	461	ei "[what]"
act2_03c42b08	ke	Even so, finding this item might lead us to finding the true culprit, or at least help make sense of this tragedy…	game/scripts/acts/act2.rpy	463	ke "[what]"
act2_d29f2f6e	ke	You might not be able to convince everyone that Edwin is innocent, otherwise.	game/scripts/acts/act2.rpy	465	ke "[what]"
act2_d5d5ecb4	il	Yes, Anari wouldn't accept it so easily... What would it take to convince her of Edwin's innocence?	game/scripts/acts/act2.rpy	467	il "[what]"
act2_87bf1c2e	ke	Short of having the culprit confess their crime, or finding Fleur in hope for an answer… I don't know.	game/scripts/acts/act2.rpy	469	ke "[what]"
act2_58fd6f2a		The three of them start their search for the cursed item. Based on Anari's report, Kellac confirms with Ilona that nobody was able to enter or exit the town after Ilona and Edwin entered.	game/scripts/acts/act2.rpy	473	"[what]"
act2_13b633c9		Eisleigh was eager to help out in any way possible, now that there was a chance of witnessing or finding a cursed magical object.	game/scripts/acts/act2.rpy	475	"[what]"
act2_e2572cd6	ei	Kellac knows this, but I am not meant to have a copy of the master key.	game/scripts/acts/act2.rpy	477	ei "[what]"
act2_eda8c732	ei	I used to be a thief before I came here. The reason why I was an assistant to this household, was because I tried to steal one of Uldin's rare books…	game/scripts/acts/act2.rpy	479	ei "[what]"
act2_181e78b6	ei	However, I've put the past well behind me. Uldin made me his friend instead of punishing me, and I'm thankful for that.	game/scripts/acts/act2.rpy	481	ei "[what]"
act2_3185af9e		Ilona can’t help but find this suspicious. They start their search around Uldin's chambers. Once again, they see the mutilated corpse of Uldin, and the corpse of Salome, burned beyond recognition…	game/scripts/acts/act2.rpy	483	"[what]"
act2_9538cd64		Despite thoroughly searching the bodies, the trio was unable to find the wolfskin or anything else of importance.	game/scripts/acts/act2.rpy	485	"[what]"
act2_8292a09c		They move onto Salome's room. Nothing appears to have been touched since the last time Ilona was here with Anari. Like Anari, Eisleigh comments that the chest was moved and then moves to inspect it.	game/scripts/acts/act2.rpy	487	"[what]"
act2_15d6eaa6	ei	This chest… Last time I saw it, it wasn’t locked. Salome was still re-arranging it to look nice.	game/scripts/acts/act2.rpy	489	ei "[what]"
act2_935c4add	ei	Let me try opening it…	game/scripts/acts/act2.rpy	491	ei "[what]"
act2_e22cd35e		Eisleigh pulls out a set of various different keys and picks, agitating each in the keyhole, to no avail.	game/scripts/acts/act2.rpy	493	"[what]"
act2_8b0e3b6f	il	I thought you said you put the past behind you.	game/scripts/acts/act2.rpy	497	il "[what]"
act2_51326165	ei	I did, but I thought the tools might come to be useful one day. We're doing a good thing, aren't we? Lockpicking is not inherently evil.	game/scripts/acts/act2.rpy	499	ei "[what]"
act2_b046ac30	ke	Full of surprises, eh? I trust you're not making excuses now.	game/scripts/acts/act2.rpy	501	ke "[what]"
act2_6a596884	ei	Of course not, I merely-	game/scripts/acts/act2.rpy	503	ei "[what]"
act2_92ee6fe3	extend	Ah-ha! I got it!	game/scripts/acts/act2.rpy	504	extend "[what]"
act2_ca58bdb7		She jammed the lockpick into the keyhole and wriggled it around. A faint 'click' was heard.	game/scripts/acts/act2.rpy	506	"[what]"
act2_60abd35c		…………	game/scripts/acts/act2.rpy	510	"[what]"
act2_b4cb57a3		……Five stabs pierce the soft flesh of Eisleigh's hand.	game/scripts/acts/act2.rpy	512	"[what]"
act2_7f557b0d	ke	Eisleigh!	game/scripts/acts/act2.rpy	514	ke "[what]"
act2_9543fada	ei	Aaaaaaaaghh! It… It hurts… It won't stop bleeding!	game/scripts/acts/act2.rpy	516	ei "[what]"
act2_e502e00b		Kellac fumbles through his thick, heavy cloak, drawing out a clean cloth for use as a compress.	game/scripts/acts/act2.rpy	518	"[what]"
act2_bce41a72	ei	We need to do something!	game/scripts/acts/act2.rpy	520	ei "[what]"
act2_46ec381a	ke	There should still be some medical supplies in my room. Let's move there.	game/scripts/acts/act2.rpy	522	ke "[what]"
act2_09d2cacf	il	Do you need my help? I know some healing magic-	game/scripts/acts/act2.rpy	524	il "[what]"
act2_bd1d2495	ke	It’s all right. I’ve got this.	game/scripts/acts/act2.rpy	526	ke "[what]"
act2_af14bfdd	ke	I just need to slow the bleeding and elevate the injury site. Don't touch anything else in this room. I'll be back soon.	game/scripts/acts/act2.rpy	528	ke "[what]"
act2_a28622fd		Kellac and Eisleigh make their descent down the stairs. All that remains near the chest is the blood that poured out from Eisleigh's hand, the set of lockpick and Ilona.	game/scripts/acts/act2.rpy	530	"[what]"
act2_55c53177		The hairs on Ilona’s arms raise, and she can feel her heart beat faster. She puts her hand on her chest, as though uttering a short prayer.	game/scripts/acts/act2.rpy	532	"[what]"
act2_0c73a822	il	Breathe. If the chest was a trap, then there has to be something in there that someone doesn’t want found.	game/scripts/acts/act2.rpy	534	il "[what]"
act2_1fc97357		Despite her best instincts, Ilona picks up the lockpicks Eisleigh used. She spots a thin tool and uses it to pry the wood chest open…	game/scripts/acts/act2.rpy	536	"[what]"
act2_705c0ae9		The trap was already disengaged; the danger gone. She sighs with relief.	game/scripts/acts/act2.rpy	538	"[what]"
act2_ac173a57		Nestled underneath delicate pieces of jewelry and other finery, lay the red and glistening gold of a sash; with bloodstained, hoary fur on the other side.	game/scripts/acts/act2.rpy	540	"[what]"
act2_533a16d0	il	This must be it…	game/scripts/acts/act2.rpy	544	il "[what]"
act2_9b36d08c	il	Ilona touches the wolfskin. She thinks back to meeting Salome, and the dissonance between that friendly encounter and the thought of Salome as a cold-blooded killer.	game/scripts/acts/act2.rpy	546	il "[what]"
act2_b5da421b	il	(Salome seemed so kind and caring. Could someone like that really be a murderer?)	game/scripts/acts/act2.rpy	548	il "[what]"
act2_115bf8dc		A slip of paper falls out with the wolfskin, the contents addressed to a sculptor. According to the paper, the deposit was paid for, but the project was never finished and was thus refunded. A note explains that the item was delivered yesterday.	game/scripts/acts/act2.rpy	550	"[what]"
act2_b5cdeca7	il	(It looks like Salome bought something, but the final product was never finished? This could be important - I’d better hold onto this.)	game/scripts/acts/act2.rpy	552	il "[what]"
act2_3d3b41f9	il	(What about this chest? Did Fleur witness the murder? Did she take the wolfskin and leave it as a message in her mother's room?)	game/scripts/acts/act2.rpy	554	il "[what]"
act2_1d9bc7cc	il	(But the chest is trapped, and placed in the open… That doesn't make sense. Why would she want us to find it, only to hurt us?)	game/scripts/acts/act2.rpy	556	il "[what]"
act2_7dc33fa9		Ilona makes her way to where Edwin is imprisoned. The dungeons are behind the ruins of the chapel, which is on the south-east side of the manse.	game/scripts/acts/act2.rpy	560	"[what]"
act2_2df16fb2		She inserts the lockpicks into the keyhole. Ilona had only witnessed Eisleigh do it once, and apparently it’s not as easy as it looks.	game/scripts/acts/act2.rpy	562	"[what]"
act2_662c6bec		After what seems like an eternity, the door opens with a loud click and a metallic groan.	game/scripts/acts/act2.rpy	564	"[what]"
act2_3de5e5a0		Fearing that Anari, or someone else, would hear her in the dungeon, she hesitates. If she stayed behind… There was no knowing what the others would do if they laid their eyes on the wolfskin.	game/scripts/acts/act2.rpy	566	"[what]"
act2_ac794de9		Kellac and Eisleigh might have seemed cooperative until now, but that could change if they lusted after its power for themselves.	game/scripts/acts/act2.rpy	568	"[what]"
act2_8462ec77		Now is her only chance to return it to him privately.	game/scripts/acts/act2.rpy	570	"[what]"
act2_d6486460	il	I must have courage. I know that I made the right decision.	game/scripts/acts/act2.rpy	574	il "[what]"
act2_1f343764	il	If this can ease his spirits, even just a little, then it will have been worth it.	game/scripts/acts/act2.rpy	576	il "[what]"
act2_73eba2c6	il	(We're so close. Salome must be the one who did it… If I can just get Edwin to confirm it, then I won't have any fear.)	game/scripts/acts/act2.rpy	578	il "[what]"
act2_eaaf4ce6		Edwin is sitting in the darkness. His eyes make out the figure in white, clutching the wolfskin in her hand.	game/scripts/acts/act2.rpy	580	"[what]"
act2_6aed79cc	ed	Ilona? You shouldn't be here. Wait, you found the…	game/scripts/acts/act2.rpy	582	ed "[what]"
act2_58b6525e	il	I was alone when I took it. Nobody wore it, either.	game/scripts/acts/act2.rpy	584	il "[what]"
act2_aa16f0ed	ed	…Thank goodness you're okay. Where did you find it?	game/scripts/acts/act2.rpy	586	ed "[what]"
act2_9fe00f05	il	Salome's bedroom. Inside a chest meant for Fleur.	game/scripts/acts/act2.rpy	588	il "[what]"
act2_9bc63d21	ed	What? That's—	game/scripts/acts/act2.rpy	590	ed "[what]"
act2_94aa1abd		Edwin falters, lost for words.	game/scripts/acts/act2.rpy	592	"[what]"
act2_1c4ce67c		Ilona kneels down, returning the wolfskin to Edwin. She asks where he normally would wear it. After he tells her, she ties it to the inside of a thick leather piece around his waist.	game/scripts/acts/act2.rpy	596	"[what]"
act2_56037514		The chains fall to the floor, unbinding his once girthy wolf-like arms, now restored to human form.	game/scripts/acts/act2.rpy	598	"[what]"
act2_35e51145	ed	You've saved my life once again… Thank you.	game/scripts/acts/act2.rpy	600	ed "[what]"
act2_318ca340	il	Please, there's no need to thank me. It's given me a chance to talk to you again… Do you think you can tell me more about the murder?	game/scripts/acts/act2.rpy	602	il "[what]"
act2_8733d9ed	ed	Of course — though you probably know more about it than I do.	game/scripts/acts/act2.rpy	604	ed "[what]"
act2_20be88c3	il	If I think of who could have been present in the Master's chambers at the time, only two people remain. Did Salome murder Uldin? I've gathered that they must have died from the wounds they inflicted on each other. Am I correct?	game/scripts/acts/act2.rpy	606	il "[what]"
act2_97ba533b	ed	From what I could tell, yes. But I… I’ve already put you through too much. You have to stop this investigation. There’s no use in getting your hopes up.	game/scripts/acts/act2.rpy	608	ed "[what]"
act2_f300b4a3	il	...What? I don't understand. We're so close to finding out the truth! What is there left to hide?	game/scripts/acts/act2.rpy	610	il "[what]"
act2_ef23cffb	ed	… If I were to live my life honestly... If I were not a monster… You wouldn't have to keep living a lie.	game/scripts/acts/act2.rpy	612	ed "[what]"
act2_5ebf2b97	il	Earlier today, I saw you holding Salome's corpse in your arms. What happened?	game/scripts/acts/act2.rpy	614	il "[what]"
act2_fa142dd3	ed	I hid the answer from you for a reason. Please, don’t pry any further…	game/scripts/acts/act2.rpy	616	ed "[what]"
act2_95dec2af	il	...You really did kill her.	game/scripts/acts/act2.rpy	618	il "[what]"
act2_14156a78		His eyes are empty and cold. At his loss for words, Ilona's heart sinks. Her hands tremble, and she lowers her head.	game/scripts/acts/act2.rpy	620	"[what]"
act2_e96fe835	il	No… There’s no way… I… You couldn’t have…	game/scripts/acts/act2.rpy	622	il "[what]"
act2_c11d2189	ed	I should've said something sooner rather than have you go through all of this. I'm sorry.	game/scripts/acts/act2.rpy	624	ed "[what]"
act2_2699bd24	il	I believed you were innocent…!	game/scripts/acts/act2.rpy	626	il "[what]"
act2_855c5338	ed	If it truly were that simple, then… Well, I wouldn’t have been locked up.	game/scripts/acts/act2.rpy	628	ed "[what]"
act2_2de87e63		She chokes back her tears, before gathering her composure and speaking again.	game/scripts/acts/act2.rpy	630	"[what]"
act2_a7f1627b	il	Tell me everything. Even if the truth will damn us both… I need to know.	game/scripts/acts/act2.rpy	634	il "[what]"
act3_56842ef2	ed	I retired to my bedroom after Uldin's story about the werewolf attack. I couldn't take much more of it. After that, I fell into a deep and dreamless sleep.	game/scripts/acts/act3.rpy	7	ed "[what]"
act3_f415722b	ed	I first noticed the wolfskin was gone when I heard the scream. The faint scent of perfume made me think it must have been Salome's doing.	game/scripts/acts/act3.rpy	9	ed "[what]"
act3_a4a62b4a	il	Did you hear me knocking on your door?	game/scripts/acts/act3.rpy	11	il "[what]"
act3_eca4625b	ed	I didn't know if you were alone — I heard Kellac's voice on the other side. I kept quiet knowing I couldn't risk opening the door with my arms transformed.	game/scripts/acts/act3.rpy	13	ed "[what]"
act3_edd3518b	il	So, when Kellac and I left to seek help, you moved to the master bedroom.	game/scripts/acts/act3.rpy	15	il "[what]"
